id_proposta,id_cliente,codigo_fipe,score_credito,renda_mensal,percentual_entrada
240152,23786,072004-6,357,20524.42,0.2
240153,64395,023102-9,823,6035.47,0.56
240154,75171,025295-6,987,25779.12,0.41
240155,97463,022104-0,967,28605.21,0.55
240156,74763,014062-7,363,8406.55,0.16
240157,85265,005144-6,877,27083.87,0.43
240158,97773,004159-9,650,8963.72,0.35
240159,70922,005057-1,795,14310.15,0.25
240160,45301,009177-4,970,16901.45,0.41
240161,70998,023179-7,621,5214.73,0.41
240162,69724,003381-2,801,20281.86,0.57
240163,68976,095011-4,506,26755.58,0.51
240164,31735,004146-7,554,13890.6,0.17
240165,93485,014088-0,701,8962.44,0.19
240166,30509,014041-4,302,14762.38,0.32
240167,79804,021076-5,504,25746.79,0.5
240168,45607,015065-7,945,24009.04,0.68
240169,54507,011062-0,876,20699.91,0.35
240170,62540,001198-3,329,6531.72,0.21
240171,50944,067003-0,597,8084.57,0.7
240172,49308,002087-7,613,7250.78,0.15
240173,22412,024223-3,621,10544.09,0.3
240174,66399,008278-3,938,27827.81,0.17
240175,37150,029068-8,455,17956.46,0.47
240176,81178,011240-2,495,26218.36,0.65
240177,68763,029111-0,720,25200.88,0.19
240178,85605,001095-2,858,12831.61,0.12
240179,41832,023131-2,584,15829.23,0.43
240180,76562,005122-5,879,25095.24,0.6
240181,79128,035100-8,859,10845.36,0.66
240182,76523,015251-0,973,10499.45,0.23
240183,91453,024218-7,699,23722.66,0.61
240184,17238,057055-9,816,6947.28,0.27
240185,83866,004377-0,873,14664.26,0.35
240186,70930,035016-8,898,6643.06,0.55
240187,15650,024001-0,354,24719.08,0.16
240188,47264,004096-7,843,6473.48,0.64
240189,59588,004212-9,659,4169.76,0.25
240190,27807,002129-6,963,24459.95,0.62
240191,35712,030013-6,580,7597.79,0.34
240192,72915,001236-0,730,11632.2,0.41
240193,64826,055033-7,636,15218.8,0.22
240194,37865,025309-0,604,9094.26,0.69
240195,11145,011091-4,754,17438.44,0.13
240196,97499,001523-7,318,25874.23,0.3
240197,84836,023046-4,575,9334.37,0.48
240198,96415,011146-5,858,13203.47,0.12
240199,65651,034006-5,995,20453.17,0.27
240200,16242,003045-7,651,25506.37,0.32
240201,23832,005226-4,726,19142.18,0.45
240202,74005,029162-5,995,3159.47,0.33
240203,69328,005531-0,887,18179.36,0.16
240204,89821,017072-0,521,19164.51,0.61
240205,84633,001216-5,602,23084.72,0.41
240206,57852,001038-3,725,21579.09,0.12
240207,11992,014024-4,930,14772.77,0.44
240208,46890,095014-9,657,15754.08,0.26
240209,39394,001066-9,884,15122.73,0.59
240210,59957,009121-9,889,11613.37,0.51
240211,93912,022134-1,400,23525.2,0.25
240212,75353,029156-0,695,21616.28,0.65
240213,33880,003377-4,317,10509.54,0.53
240214,95520,005285-0,462,25037.52,0.19
240215,89077,001193-2,332,23968.89,0.31
240216,38975,009142-1,844,27660.72,0.57
240217,71616,008225-2,652,15556.64,0.43
240218,14010,066004-3,353,14428.21,0.32
240219,83811,025131-3,496,3717.81,0.11
240220,63510,005487-9,967,23251.34,0.68
240221,46088,017093-3,310,4930.54,0.13
240222,94425,008054-3,934,16972.77,0.32
240223,50596,010019-6,953,14263.54,0.58
240224,50653,022111-2,908,27962.36,0.12
240225,42155,001501-6,521,11559.13,0.21
240226,16349,001051-0,381,17632.11,0.52
240227,33347,009185-5,992,22766.62,0.59
240228,78598,016015-6,416,11549.6,0.56
240229,79388,004171-8,806,15687.94,0.18
240230,72241,021433-7,817,10945.03,0.6
240231,64142,015222-6,356,5842.45,0.6
240232,23160,015165-3,563,13599.3,0.2
240233,91858,002110-5,427,19409.46,0.14
240234,75923,003111-9,897,22913.48,0.13
240235,56891,025330-8,747,26614.94,0.33
240236,82446,024245-4,652,7085.22,0.37
240237,25758,028067-4,307,6286.51,0.14
240238,12003,008147-7,786,12533.65,0.33
240239,35607,014008-2,753,24307.98,0.52
240240,48513,035057-5,302,9888.81,0.56
240241,79083,057044-3,450,17041.77,0.43
240242,71781,085008-0,539,11646.31,0.6
240243,35672,005052-0,684,4664.27,0.52
240244,51819,005090-3,477,14248.51,0.68
240245,89992,022011-6,968,8245.15,0.55
240246,75837,015108-4,656,23435.15,0.58
240247,41603,089046-4,854,28049.9,0.31
240248,96081,011151-1,536,22194.03,0.19
240249,68265,001130-4,374,14471.99,0.19
240250,50478,073009-2,798,9231.69,0.29
240251,91714,008221-0,821,8568.6,0.42
240252,93752,017042-9,491,27907.4,0.18
240253,83778,015007-0,549,21298.0,0.16
240254,17496,002059-1,368,24515.99,0.24
240255,96402,011059-0,884,13418.87,0.68
240256,38357,022180-5,932,28346.78,0.42
240257,56252,022218-6,616,9825.27,0.42
240258,41212,001284-0,896,7437.74,0.59
240259,15887,001090-1,516,3224.86,0.2
240260,93398,003431-2,448,8663.0,0.46
240261,44856,025092-9,937,26439.46,0.69
240262,16040,004406-7,413,24159.29,0.12
240263,23440,080022-8,760,18391.62,0.43
240264,38371,022106-6,959,28159.74,0.69
240265,29724,021533-3,829,24141.32,0.45
240266,77879,001152-5,448,9020.37,0.28
240267,17188,004091-6,403,20310.51,0.47
240268,69580,005222-1,305,16757.72,0.58
240269,55216,089054-5,886,21822.83,0.48
240270,82392,001466-4,768,29737.51,0.22
240271,32044,005380-5,303,25742.24,0.1
240272,20620,002203-9,848,4794.25,0.68
240273,30723,003287-5,679,26333.96,0.17
240274,51142,029173-0,639,11206.22,0.25
240275,51503,082004-0,423,24421.04,0.19
240276,99011,021142-7,768,13769.07,0.28
240277,40243,009117-0,570,20016.81,0.61
240278,42860,035168-7,426,27354.0,0.16
240279,77951,301002-3,983,27133.74,0.29
240280,14254,005097-0,436,22188.84,0.29
240281,86173,025040-6,465,13104.85,0.23
240282,34510,070001-0,944,7679.7,0.12
240283,82052,018039-4,509,25263.83,0.12
240284,79937,021505-8,920,7077.44,0.26
240285,42122,010031-5,488,27127.93,0.67
240286,69317,035009-5,667,24974.06,0.29
240287,95209,008057-8,388,3510.09,0.35
240288,39653,025287-5,788,29162.51,0.59
240289,53336,009022-0,746,27853.63,0.37
240290,73328,056012-0,992,11645.74,0.21
240291,30822,025029-5,464,21706.64,0.46
240292,82403,021025-0,824,4404.47,0.48
240293,56944,018017-3,923,18135.87,0.38
240294,46002,018067-0,722,9208.81,0.21
240295,97917,080004-0,510,23167.59,0.39
240296,27517,096006-3,712,18676.88,0.36
240297,87366,004523-3,634,9924.53,0.41
240298,20589,066014-0,865,28385.86,0.21
240299,70117,008113-2,665,19305.14,0.22
240300,69264,022222-4,347,23185.28,0.61
240301,44830,004084-3,771,28219.98,0.11
240302,69544,004172-6,583,15619.55,0.64
240303,14627,005094-6,476,3890.29,0.23
240304,76004,004333-8,387,6428.21,0.34
240305,76880,008278-3,440,4291.44,0.44
240306,35454,017053-4,861,22324.89,0.47
240307,71806,008087-0,369,29638.77,0.51
240308,81634,025191-7,995,5659.41,0.43
240309,42229,009327-0,443,11200.41,0.56
240310,31341,021426-4,784,6434.56,0.16
240311,25375,022049-3,314,23390.33,0.27
240312,62497,025019-8,693,4285.52,0.28
240313,59740,021396-9,438,18470.76,0.2
240314,75627,017072-0,549,8605.19,0.44
240315,72515,024260-8,336,14017.25,0.47
240316,11884,082005-9,739,21264.2,0.33
240317,88968,307002-6,834,16056.9,0.38
240318,95041,027062-8,313,7282.16,0.59
240319,89738,014031-7,353,5079.71,0.6
240320,85767,009261-4,437,23687.43,0.44
240321,50720,016056-3,783,5676.64,0.55
240322,19595,033114-7,947,20226.69,0.27
240323,95623,034006-5,301,10410.05,0.45
240324,80018,005280-9,587,3655.77,0.6
240325,44749,023094-4,658,4137.38,0.59
240326,23918,022098-1,424,26094.55,0.3
240327,39984,009164-2,402,26265.96,0.53
240328,25813,004493-8,899,23933.42,0.48
240329,14466,029091-2,974,27243.75,0.52
240330,44999,008228-7,733,19028.38,0.36
240331,68115,004444-0,366,14571.77,0.49
240332,97701,017026-7,389,21520.69,0.3
240333,51164,021264-4,852,19832.68,0.52
240334,88777,008026-8,483,29350.59,0.45
240335,88648,001503-2,377,4573.26,0.34
240336,84919,011074-4,943,6546.61,0.63
240337,29699,021228-8,574,5494.81,0.3
240338,21481,017034-8,828,17056.06,0.61
240339,80711,033131-7,436,4651.44,0.34
240340,93518,018057-2,816,29686.64,0.69
240341,41334,002175-0,969,16562.78,0.43
240342,69252,004024-0,550,11948.58,0.64
240343,93462,040003-3,647,13021.22,0.17
240344,18333,024036-2,611,26375.93,0.56
240345,89996,024079-6,396,7923.66,0.57
240346,75625,015018-5,645,4870.97,0.14
240347,30790,028043-7,365,29562.28,0.61
240348,15490,004304-4,379,26661.21,0.18
240349,58055,021528-7,463,23398.9,0.24
240350,87240,003001-5,726,17958.7,0.32
240351,27593,001315-3,750,22447.01,0.17
240352,47746,024085-0,530,4701.58,0.25
240353,45992,002203-9,444,17353.83,0.55
240354,47624,055006-0,634,24946.51,0.4
240355,99713,021204-0,313,23682.3,0.59
240356,32623,073024-6,863,15906.03,0.21
240357,10148,001286-6,422,7734.6,0.63
240358,25263,021350-0,463,13949.46,0.24
240359,34449,001334-0,950,28781.54,0.62
240360,99619,001057-0,415,25296.88,0.44
240361,60577,024023-0,608,15643.07,0.32
240362,52314,304007-0,894,11066.92,0.53
240363,23538,014106-2,444,21797.05,0.69
240364,61787,023131-2,754,10377.59,0.51
240365,77899,085006-3,685,14646.48,0.69
240366,75246,035122-9,437,8965.0,0.6
240367,37508,021402-7,748,16854.47,0.15
240368,78643,001057-0,702,18592.35,0.61
240369,15628,001524-5,939,8955.82,0.35
240370,76987,025226-3,392,25183.38,0.3
240371,51409,001386-2,487,18179.78,0.29
240372,25180,025037-6,867,27243.49,0.68
240373,22377,021468-0,429,13605.77,0.6
240374,53548,035178-4,340,20704.6,0.23
240375,65003,003352-9,349,26247.93,0.15
240376,62100,009004-2,655,15626.02,0.11
240377,30319,001248-3,656,20369.56,0.29
240378,40685,002107-5,482,22450.68,0.22
240379,33214,031025-5,319,19319.76,0.25
240380,62861,004377-0,593,12770.14,0.51
240381,93209,008170-1,772,28580.27,0.44
240382,59655,005324-4,866,20771.71,0.23
240383,67103,014117-8,827,7361.12,0.17
240384,94067,033011-6,710,9606.53,0.43
240385,19657,001054-5,660,11828.64,0.22
240386,14520,009028-0,435,28218.75,0.47
240387,46484,055002-7,883,14248.69,0.41
240388,39577,021004-8,424,14812.32,0.61
240389,57599,005351-1,535,20162.2,0.65
240390,40558,004193-9,834,12495.69,0.48
240391,11210,024073-7,647,17978.74,0.37
240392,73807,024026-5,504,7738.02,0.26
240393,83594,005457-7,596,20247.92,0.2
240394,62972,004107-6,317,17470.24,0.19
240395,53304,060005-9,456,15189.67,0.56
240396,86999,009040-9,329,16998.96,0.7
240397,12843,029088-2,578,7361.28,0.21
240398,89871,021359-4,699,15243.68,0.69
240399,29834,005206-0,667,20365.81,0.22
240400,62670,021186-9,332,5983.8,0.16
240401,82180,009126-0,814,5126.53,0.34
240402,95780,014117-8,669,8966.34,0.69
240403,93064,008271-6,350,26518.36,0.6
240404,62278,035111-3,565,7225.61,0.33
240405,50428,033078-7,586,28396.27,0.49
240406,75553,005424-0,302,6425.02,0.12
240407,81535,071034-2,679,24461.51,0.11
240408,93576,024106-7,718,9064.8,0.18
240409,87933,003232-8,844,19814.43,0.69
240410,55386,033050-7,607,4545.23,0.39
240411,44055,023186-0,738,29713.67,0.29
240412,26651,003025-2,809,12973.22,0.34
240413,43202,022026-4,595,14440.17,0.63
240414,61187,055025-6,846,11437.18,0.66
240415,45265,005042-3,847,11858.37,0.29
240416,49208,033116-3,427,25376.2,0.62
240417,48805,018063-7,899,23178.01,0.31
240418,50574,015126-2,713,7053.86,0.31
240419,62360,004240-4,405,29198.43,0.44
240420,54938,003155-0,953,8601.35,0.15
240421,99084,024077-0,342,21633.14,0.67
240422,58524,005022-9,806,29660.92,0.4
240423,57515,023053-7,990,28255.96,0.38
240424,98383,056008-1,611,29130.08,0.27
240425,81231,033061-2,683,22412.55,0.26
240426,89173,091007-4,768,6264.8,0.57
240427,89414,023118-5,638,3728.14,0.46
240428,14886,025200-0,510,11899.71,0.43
240429,13771,022047-7,336,9312.68,0.59
240430,69070,003237-9,310,18429.92,0.26
240431,48672,002164-4,918,21997.64,0.34
240432,56686,024042-7,519,15254.53,0.25
240433,57193,023138-0,442,15259.91,0.54
240434,90630,002139-3,362,17789.89,0.4
240435,95432,015074-6,578,18811.76,0.41
240436,54765,009258-4,724,21777.62,0.35
240437,56346,033136-8,964,10690.02,0.18
240438,34487,011060-4,663,22933.11,0.62
240439,87111,089037-5,925,26858.55,0.61
240440,93764,031029-8,474,14637.28,0.21
240441,13924,025087-2,569,28645.64,0.3
240442,58469,009052-2,714,19163.26,0.19
240443,55938,005196-9,831,28348.78,0.48
240444,31265,073005-0,528,18337.9,0.17
240445,26918,024105-9,613,25262.22,0.6
240446,50345,022105-8,588,12462.64,0.24
240447,81266,005284-1,761,7725.49,0.13
240448,18476,005215-9,651,20442.59,0.2
240449,50755,005029-6,893,13672.19,0.43
240450,20861,078002-2,695,13687.82,0.51
240451,71130,080031-7,894,12634.8,0.43
240452,79677,015204-8,730,15444.75,0.61
240453,50704,078014-6,979,3292.43,0.69
240454,72910,002001-0,572,13608.46,0.33
240455,39839,021100-1,791,3409.9,0.34
240456,67405,021417-5,697,13532.97,0.17
240457,97781,022076-0,317,10829.3,0.35
240458,64353,008124-8,705,10883.12,0.38
240459,28767,055039-6,580,11883.99,0.42
240460,67554,023166-5,692,9283.18,0.59
240461,94367,044004-3,383,26734.66,0.51
240462,95189,023063-4,927,18629.22,0.21
240463,18568,035097-4,698,28914.99,0.1
240464,52145,003411-8,463,15741.45,0.67
240465,37855,004091-6,857,29579.95,0.47
240466,62650,001345-5,623,3743.3,0.63
240467,24379,009013-1,431,19086.27,0.31
240468,78383,015225-0,998,24971.13,0.49
240469,99578,024274-8,652,18124.13,0.42
240470,33830,008248-1,798,4880.5,0.62
240471,34467,001402-8,792,8340.96,0.47
240472,68130,080019-8,347,23525.55,0.35
240473,43500,004207-2,420,29181.97,0.57
240474,64215,031057-3,539,7851.5,0.58
240475,71212,021002-1,489,27940.5,0.3
240476,33620,005174-8,695,12706.08,0.15
240477,55577,021406-0,423,29012.42,0.23
240478,69999,029174-9,336,19661.25,0.65
240479,34195,005127-6,885,9627.44,0.69
240480,54254,011231-3,880,28796.2,0.25
240481,74383,028025-9,428,20837.1,0.16
240482,38222,003063-5,324,21805.3,0.23
240483,14619,080008-2,440,27501.86,0.3
240484,86039,004163-7,677,14168.79,0.16
240485,42287,024067-2,566,20167.36,0.58
240486,68928,001400-1,528,10356.36,0.54
240487,62158,022216-0,362,4935.21,0.2
240488,30428,001462-1,670,3514.1,0.19
240489,76746,004400-8,328,4872.73,0.4
240490,21606,005083-0,584,15830.61,0.21
240491,61138,001086-3,435,4333.23,0.45
240492,99393,004165-3,308,13708.81,0.48
240493,28132,001401-0,594,28947.55,0.15
240494,91094,021260-1,910,8174.42,0.22
240495,59909,025194-1,596,22397.41,0.21
240496,76454,021225-3,993,17895.51,0.31
240497,35695,004178-5,452,13997.76,0.59
240498,18897,008307-0,391,6967.18,0.31
240499,97974,039002-0,413,21502.67,0.5
240500,31313,023195-9,482,24264.71,0.12
240501,78397,003147-0,830,8842.15,0.67
240502,63646,010009-9,492,8363.15,0.68
240503,44575,033106-6,587,6633.53,0.29
240504,78185,011070-1,891,10702.2,0.68
240505,14423,017081-0,964,15772.03,0.4
240506,52580,056009-0,540,23491.27,0.69
240507,74806,009013-1,990,19383.0,0.31
240508,45210,090014-1,810,24904.26,0.12
240509,83175,021147-8,682,16729.32,0.66
240510,12595,011216-0,953,27941.65,0.58
240511,97057,021134-6,464,7791.05,0.65
240512,55974,001574-1,925,8013.38,0.43
240513,55132,005064-4,401,18788.43,0.45
240514,79611,071049-0,365,19933.73,0.38
240515,85177,021285-7,949,24682.91,0.63
240516,95862,018069-6,536,6258.63,0.61
240517,44539,001531-8,426,18407.45,0.21
240518,64827,005490-9,521,17381.09,0.43
240519,60169,004413-0,432,19547.89,0.51
240520,71568,011134-1,714,4783.03,0.27
240521,35094,011184-8,410,22633.09,0.46
240522,94271,015153-0,366,8399.06,0.2
240523,52095,005519-0,983,5142.09,0.15
240524,94692,004343-5,619,8495.27,0.14
240525,19007,025251-4,678,24552.97,0.65
240526,60125,010032-3,467,4681.63,0.64
240527,52922,021524-4,493,12929.36,0.65
240528,70210,021527-9,855,22935.47,0.54
240529,69754,009050-6,353,5409.68,0.22
240530,23377,001197-5,534,21699.44,0.46
240531,11800,013002-8,876,27411.59,0.27
240532,27192,034022-7,624,15361.72,0.65
240533,64590,009194-4,566,13319.36,0.26
240534,47901,011163-5,844,24290.61,0.59
240535,10969,021232-6,976,25527.41,0.41
240536,46847,009060-3,883,16965.87,0.52
240537,61031,011023-0,877,5180.7,0.58
240538,91137,015040-1,538,6930.49,0.51
240539,46087,023155-0,766,26549.96,0.56
240540,47473,009138-3,539,3900.78,0.23
240541,49379,003083-0,830,21679.71,0.69
240542,40655,005395-3,415,29570.24,0.45
240543,25259,033158-9,526,9380.07,0.3
240544,75923,015168-8,727,12532.35,0.26
240545,55814,033128-7,961,21995.18,0.11
240546,78025,005122-5,756,16300.79,0.34
240547,62996,015146-7,823,5834.49,0.25
240548,78426,001538-5,613,4066.21,0.22
240549,55100,003252-2,866,26140.81,0.68
240550,76258,002114-8,470,29492.37,0.29
240551,18947,009310-6,476,13815.76,0.66
240552,45018,014099-6,760,27921.64,0.41
240553,75461,021158-3,911,22930.17,0.43
240554,32510,009081-6,436,17809.19,0.36
240555,21207,003023-6,452,14849.09,0.69
240556,25073,025146-1,612,21227.79,0.17
240557,88183,021325-0,606,14596.39,0.5
240558,18190,023161-4,918,10037.53,0.67
240559,46855,022060-4,636,13285.34,0.12
240560,47846,008126-4,314,29689.1,0.31
240561,18142,004522-5,883,3466.86,0.1
240562,62470,022208-9,429,29249.23,0.27
240563,71805,001094-4,816,25072.31,0.17
240564,89949,018013-0,603,22287.25,0.17
240565,10768,023030-8,301,10633.65,0.19
240566,37255,004494-6,428,13533.02,0.13
240567,51946,003390-1,766,14670.28,0.39
240568,15557,021046-3,632,8103.54,0.47
240569,53319,089045-6,534,6889.13,0.16
240570,28691,022126-0,917,21828.27,0.12
240571,64463,015033-9,411,21267.37,0.49
240572,86309,033072-8,377,29403.08,0.17
240573,20263,011124-4,504,3399.67,0.16
240574,62142,085018-7,810,6506.45,0.36
240575,88922,003107-0,676,15912.63,0.4
240576,97917,013028-1,588,14929.13,0.57
240577,90794,060002-4,532,23749.27,0.15
240578,35993,005136-5,337,27902.6,0.38
240579,22324,033213-5,564,25139.92,0.26
240580,72432,005265-5,773,11353.28,0.56
240581,36162,035062-1,368,3278.93,0.6
240582,80203,011132-5,461,23423.92,0.11
240583,42383,024100-8,480,6776.08,0.25
240584,30786,005528-0,430,27801.51,0.22
240585,65357,001439-7,548,8371.12,0.65
240586,85954,004389-3,619,25853.34,0.25
240587,41259,035148-2,698,13341.14,0.4
240588,58879,022198-8,761,6909.39,0.44
240589,41651,009145-6,854,7712.15,0.32
240590,89591,011025-6,367,25285.09,0.56
240591,71080,095007-6,895,26199.4,0.25
240592,84659,011075-2,450,21083.67,0.69
240593,49756,033185-6,792,21973.52,0.26
240594,23755,002074-5,363,16703.55,0.41
240595,85270,089043-0,836,17597.39,0.42
240596,58704,035090-7,959,16714.14,0.54
240597,54666,001448-6,377,21593.44,0.39
240598,99123,001555-5,524,13081.66,0.37
240599,49661,021357-8,508,26477.18,0.27
240600,87277,060006-7,985,10381.79,0.3
240601,29528,011118-0,933,29091.71,0.52
240602,98802,033113-9,706,12615.87,0.38
240603,33854,025328-6,443,13329.97,0.13
240604,91242,072004-6,905,7899.5,0.28
240605,72236,023016-2,808,10630.96,0.42
240606,52494,028032-1,336,7929.31,0.59
240607,91412,002120-2,941,19130.06,0.35
240608,70480,033094-9,879,18694.04,0.31
240609,55802,002003-6,430,14718.47,0.61
240610,29058,021249-0,611,21557.02,0.4
240611,80084,015236-6,903,27605.28,0.68
240612,39502,066003-5,673,23799.86,0.34
240613,72197,014105-4,994,22624.46,0.38
240614,68204,033225-9,857,9836.74,0.45
240615,24263,009203-7,506,10518.43,0.22
240616,77088,005029-6,712,24501.45,0.42
240617,81550,001554-7,550,16316.47,0.54
240618,23106,004081-9,464,8130.1,0.56
240619,93312,022143-0,999,4200.16,0.31
240620,25396,015088-6,671,4001.53,0.16
240621,36455,002054-0,400,13458.73,0.4
240622,64490,005532-8,361,16363.26,0.48
240623,10648,008182-5,799,3826.04,0.53
240624,65546,033128-7,321,7190.2,0.28
240625,74396,035074-5,437,16115.47,0.38
240626,87145,005376-7,899,17345.1,0.59
240627,43588,014080-5,577,15080.32,0.47
240628,74202,003183-6,458,25506.67,0.68
240629,91456,004108-4,701,10566.98,0.65
240630,31829,014044-9,419,28134.15,0.49
240631,59058,004191-2,487,17401.42,0.12
240632,83231,011155-4,655,12701.25,0.22
240633,94715,003208-5,418,23039.56,0.13
240634,46984,004409-1,341,21822.87,0.23
240635,77670,014104-6,767,29512.54,0.55
240636,12177,021423-0,562,8234.44,0.37
240637,28683,004483-0,484,4351.87,0.18
240638,65133,015192-0,947,23030.95,0.22
240639,93303,021353-5,922,6804.32,0.68
240640,73276,014029-5,655,24472.94,0.45
240641,21693,021395-0,386,23103.44,0.1
240642,14142,073010-6,715,23293.36,0.43
240643,54622,024113-0,572,24616.29,0.5
240644,98564,025201-8,799,28309.54,0.2
240645,75440,002046-0,916,12735.09,0.26
240646,71291,028014-3,518,22433.69,0.55
240647,12472,029106-4,518,12182.62,0.46
240648,64646,002088-5,770,16611.28,0.69
240649,90836,086018-2,353,12505.1,0.32
240650,40549,009091-3,461,12203.67,0.43
240651,88554,015050-9,920,17507.09,0.7
240652,87934,003066-0,572,10655.27,0.19
240653,35826,018037-8,577,4699.41,0.6
240654,78646,004396-6,545,12433.4,0.47
240655,89142,009284-3,936,21640.6,0.46
240656,18801,004408-3,958,19770.56,0.49
